Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred,Year,Month,Day,DayOfWeek,Cost_Per_KM,Risk_LeadTime,Weight_Per_KM,Risk_Reliability,High_Risk,Prediction,Probability,Recommended_Action
3,4,0,2,13272.63,361.94,1.79,0.7,2,0.85,5.98,1,2024,12,19,4,0.0001348640020854,4.186,0.0272696519077228,0.105,0,1,0.810742,Prioritize Shipment
6,8,2,3,12474.34,78.24,2.03,5.4,2,0.533,75.89,1,2025,7,10,4,0.0001627340604793,409.806,0.0062720753162091,2.5218,0,1,0.96819246,Prioritize Shipment
0,4,3,3,11280.87,186.78,3.71,3.9,2,0.568,149.35,1,2024,11,25,1,0.0003288753438342,582.4649999999999,0.0165572336176199,1.6848,0,1,0.9668251,Prioritize Shipment
2,7,1,4,7858.28,493.3,1.89,9.9,2,0.608,65.21,1,2025,8,8,0,0.0002405106460955,645.579,0.0627745511740482,3.8808,1,1,0.9669289,Prioritize Shipment
2,5,3,1,9661.3,28.2,4.31,8.5,4,0.562,57.02,1,2024,11,21,4,0.0004461097367849,484.67,0.0029188618508896,3.723,1,1,0.9083704,Prioritize Shipment
1,3,3,4,4267.15,418.38,3.49,9.4,2,0.585,68.95,1,2025,4,29,5,0.000817876099973,648.13,0.0980467056466259,3.9010000000000007,1,1,0.9695758,Prioritize Shipment
5,1,3,0,9693.08,256.46,4.3,10.0,4,0.995,60.7,1,2025,12,23,5,0.0004436154452454,607.0,0.0264580504855009,0.05,1,1,0.85467833,Prioritize Shipment
7,2,1,4,11807.76,281.24,3.18,5.8,2,0.525,84.87,1,2025,1,30,4,0.0002693144169596,492.246,0.0238182347879699,2.755,0,1,0.9691224,Prioritize Shipment
4,8,3,4,11534.9,99.65,3.32,5.6,4,0.706,61.21,1,2025,10,29,6,0.0002878221744445,342.776,0.0086389999046372,1.6464,0,1,0.88153124,Prioritize Shipment
2,4,1,4,4863.97,68.68,2.14,6.7,4,0.65,13.48,1,2024,4,12,0,0.0004399698188927,90.316,0.0141201528792323,2.345,0,1,0.83957833,Prioritize Shipment
6,6,1,4,10768.5,73.67,3.31,6.5,2,0.967,79.39,1,2025,6,22,3,0.00030737800065,516.035,0.0068412499419603,0.2145000000000002,0,1,0.9656027,Prioritize Shipment
1,5,3,3,8941.47,321.76,1.71,0.5,2,0.68,101.43,1,2024,1,16,5,0.0001912437216699,50.715,0.0359851344353892,0.1599999999999999,0,1,0.9502899,Prioritize Shipment
2,0,1,1,1163.26,346.27,1.62,9.9,2,0.904,9.76,1,2025,11,1,2,0.0013926379313309,96.624,0.2976720595567629,0.9503999999999998,1,1,0.9279874,Prioritize Shipment
4,2,0,1,13137.28,78.77,2.08,5.4,2,0.595,6.58,1,2024,6,7,0,0.0001583280557314,35.532000000000004,0.005995913918254,2.1870000000000003,0,1,0.91111743,Prioritize Shipment
4,5,3,3,14615.59,122.48,3.96,7.1,2,0.936,220.25,1,2024,3,17,3,0.000270943560951,1563.775,0.0083800927639595,0.4543999999999996,1,1,0.964476,Prioritize Shipment
1,0,1,1,2386.25,37.19,4.31,7.6,4,0.543,6.72,1,2024,12,12,4,0.001806181246726,51.072,0.0155851231011,3.4731999999999994,1,1,0.86161864,Prioritize Shipment
3,5,1,4,7585.33,46.12,4.18,10.0,4,0.607,22.93,1,2024,3,23,2,0.0005510636979538,229.3,0.0060801573563707,3.93,1,1,0.889785,Prioritize Shipment
7,3,2,3,6679.63,248.76,1.67,9.7,2,0.704,47.68,1,2025,10,3,0,0.0002500138480724,462.496,0.0372415837404167,2.8712,1,1,0.9678252,Prioritize Shipment
2,1,1,0,1694.53,77.55,2.63,1.3,2,0.841,9.91,1,2024,8,28,6,0.0015520527815972,12.883,0.0457649023623069,0.2067,0,1,0.85030705,Prioritize Shipment
7,3,2,1,9990.41,187.3,2.62,9.8,4,0.953,26.61,1,2025,12,1,1,0.0002622514991877,260.778,0.0187479793121603,0.4606000000000004,1,1,0.84059006,Prioritize Shipment
3,7,1,0,4462.26,76.55,2.66,8.0,2,0.936,34.7,1,2024,10,21,1,0.0005961104910964,277.6,0.0171549842456513,0.5119999999999996,1,1,0.9560446,Prioritize Shipment
1,3,2,2,9758.63,314.48,2.6,9.5,4,0.977,25.14,1,2025,12,21,3,0.0002664308412143,238.83,0.0322258349788853,0.2185000000000002,1,1,0.81488436,Prioritize Shipment
6,6,2,1,6265.12,61.56,3.52,1.4,2,0.725,31.96,1,2024,4,12,0,0.0005618407947493,44.744,0.0098258293536277,0.385,0,1,0.89540356,Prioritize Shipment
7,7,0,4,13464.44,289.7,3.83,1.5,2,0.719,5.58,1,2024,11,2,2,0.0002844529739075,8.370000000000001,0.0215159338227211,0.4215,0,1,0.87219775,Prioritize Shipment
2,8,1,0,9949.17,189.97,1.82,7.1,2,0.863,74.66,1,2024,2,27,5,0.0001829298323377,530.0859999999999,0.0190940550819817,0.9727,1,1,0.9698407,Prioritize Shipment
1,4,3,4,5843.63,421.73,2.88,5.6,4,0.601,30.56,1,2024,10,27,3,0.0004928443450389,171.136,0.0721691825115553,2.2344,0,1,0.8326317,Prioritize Shipment
5,7,1,2,7361.54,325.71,4.09,9.3,4,0.505,22.94,1,2025,1,18,2,0.000555590270514,213.34200000000004,0.0442448183396408,4.6035,1,1,0.8904674,Prioritize Shipment
3,0,2,1,11678.37,272.52,1.76,3.0,2,0.506,63.95,1,2025,2,25,5,0.0001507059632465,191.85,0.023335448354522,1.482,0,1,0.9557816,Prioritize Shipment
3,5,0,0,2403.05,84.23,2.77,3.9,2,0.971,0.67,1,2024,6,23,3,0.0011527017748278,2.613,0.0350512889869124,0.1131000000000001,0,1,0.8499912,Prioritize Shipment
2,3,0,3,2200.97,169.4,4.16,1.0,2,0.564,1.43,1,2025,11,30,3,0.0018900757393331,1.43,0.0769660649622666,0.436,0,1,0.8726362,Prioritize Shipment
0,6,3,3,2315.19,10.02,4.18,2.4,2,0.769,28.91,1,2024,9,3,5,0.0018054673698486,69.384,0.0043279385277234,0.5543999999999999,0,1,0.90350926,Prioritize Shipment
5,4,3,3,10440.7,200.76,2.28,0.5,2,0.624,119.68,1,2025,5,24,2,0.0002183761625178,59.84,0.0192285957838075,0.188,0,1,0.94931257,Prioritize Shipment
0,2,3,2,12064.61,425.92,2.2,7.9,4,0.686,70.45,1,2025,4,15,5,0.0001823515223451,556.5550000000001,0.0353032547260126,2.4805999999999995,1,1,0.91085595,Prioritize Shipment
3,4,1,3,5000.25,79.15,3.22,9.2,2,0.966,40.48,1,2024,9,18,6,0.0006439678016099,372.416,0.015829208539573,0.3128000000000002,1,1,0.96271735,Prioritize Shipment
5,0,2,0,1550.48,250.94,4.15,7.8,2,0.849,11.05,1,2025,4,21,1,0.0026765904752076,86.19,0.1618466539394252,1.1778000000000002,1,1,0.91798484,Prioritize Shipment
5,3,2,0,4729.11,319.47,2.07,3.4,2,0.769,26.18,1,2024,6,10,1,0.0004377144959622,89.012,0.0675539372101727,0.7853999999999999,0,1,0.9003891,Prioritize Shipment
3,6,0,0,10577.24,175.65,1.69,3.8,2,0.749,5.04,1,2024,3,16,2,0.0001597770306809,19.152,0.0166064115024335,0.9538,0,1,0.88884085,Prioritize Shipment
5,4,0,0,7467.35,295.84,1.66,7.9,4,0.826,1.57,1,2024,11,2,2,0.0002223010840525,12.403,0.0396178028350083,1.3746000000000005,1,1,0.8287092,Prioritize Shipment
2,3,0,3,2021.49,326.71,2.19,1.7,2,0.513,0.98,1,2025,10,16,4,0.0010833593042755,1.666,0.161618410182588,0.8279,0,1,0.8791531,Prioritize Shipment
6,6,3,2,4009.65,128.58,2.13,2.1,2,0.774,49.72,1,2025,3,10,1,0.0005312184355242,104.412,0.0320676368261568,0.4745999999999999,0,1,0.95518005,Prioritize Shipment
1,0,0,3,1774.06,433.99,4.33,9.9,4,0.872,0.86,1,2025,1,25,2,0.0024407291748869,8.514,0.2446309594940419,1.2672,1,1,0.8502438,Prioritize Shipment
3,7,2,4,5584.09,216.63,2.33,6.2,2,0.698,34.13,1,2025,8,8,0,0.0004172568851863,211.606,0.0387941455098323,1.8724000000000005,0,1,0.95260495,Prioritize Shipment
5,1,3,0,8729.34,475.9,3.03,8.1,4,0.665,51.07,1,2024,10,29,5,0.0003471052794369,413.667,0.0545172945491869,2.7135,1,1,0.91070306,Prioritize Shipment
7,2,1,1,10497.24,160.54,3.61,8.4,2,0.595,82.99,1,2024,1,23,5,0.00034389992036,697.116,0.0152935438267582,3.4020000000000006,1,1,0.96925575,Prioritize Shipment
4,1,3,1,3402.18,440.74,1.24,3.3,2,0.638,44.71,1,2025,2,9,3,0.0003644721913596,147.543,0.1295463496934318,1.1946,0,1,0.95240414,Prioritize Shipment
1,0,0,4,14075.08,221.88,1.85,6.3,2,0.907,8.06,1,2025,9,12,0,0.0001314379740648,50.778,0.0157640311813503,0.5858999999999998,0,1,0.90839636,Prioritize Shipment
2,3,1,2,10781.38,191.8,1.28,6.3,4,0.551,30.32,0,2024,8,23,0,0.0001187232061201,191.016,0.0177899304170709,2.8286999999999995,0,1,0.84032834,Prioritize Shipment
1,6,2,1,12125.06,184.3,1.67,1.5,2,0.562,60.93,1,2024,8,12,1,0.000137731277206,91.395,0.0151999247838773,0.6569999999999999,0,1,0.9542023,Prioritize Shipment
1,3,0,2,5422.03,263.45,3.54,3.7,2,0.974,3.93,1,2025,10,13,1,0.0006528919980155,14.541000000000002,0.0485888126771707,0.0962,0,1,0.87177974,Prioritize Shipment
5,8,1,4,12314.96,404.59,1.42,4.2,2,0.91,82.61,1,2024,7,13,2,0.0001153069112688,346.962,0.0328535374861144,0.3779999999999999,0,1,0.9656831,Prioritize Shipment
4,6,0,3,13474.84,262.6,2.88,9.1,4,0.937,2.81,1,2024,9,13,0,0.0002137316658305,25.571,0.019488172030243,0.5732999999999995,1,1,0.81039697,Prioritize Shipment
4,3,2,3,1375.11,15.62,4.33,5.9,4,0.672,3.1,0,2025,10,23,4,0.0031488390019707,18.290000000000003,0.0113590912726981,1.9352,0,1,0.8086973,Prioritize Shipment
4,7,1,4,4083.0,309.43,3.19,8.8,2,0.568,32.24,1,2024,2,10,2,0.00078128826843,283.71200000000005,0.0757849620377173,3.801600000000001,1,1,0.95165527,Prioritize Shipment
1,5,3,2,14650.05,41.66,4.32,9.1,2,0.849,236.39,1,2025,8,16,2,0.0002948795396602,2151.149,0.002843676301446,1.3741,1,1,0.9639359,Prioritize Shipment
0,8,1,3,10051.26,233.87,3.96,7.1,2,0.756,75.18,1,2024,10,29,5,0.0003939804561816,533.778,0.0232677296179782,1.7324,1,1,0.9696488,Prioritize Shipment
7,6,0,3,8552.77,19.75,3.95,1.9,2,0.702,4.05,1,2025,3,1,2,0.0004618386791647,7.694999999999999,0.0023091933958238,0.5662,0,1,0.88027143,Prioritize Shipment
1,3,3,3,3393.37,84.95,2.23,3.4,2,0.843,43.93,1,2025,6,27,0,0.0006571638223948,149.362,0.0250341106333821,0.5338,0,1,0.95092976,Prioritize Shipment
3,7,1,0,6669.65,37.47,4.34,5.2,2,0.82,46.65,1,2025,4,24,4,0.0006507088078085,242.58,0.0056179859512867,0.9360000000000004,0,1,0.9649984,Prioritize Shipment
1,4,3,3,5516.06,137.56,4.32,3.6,2,0.915,72.07,1,2024,3,18,1,0.0007831676957828,259.452,0.024938089868493,0.3059999999999999,0,1,0.9650764,Prioritize Shipment
5,1,3,0,8890.79,259.58,1.21,7.6,4,0.841,50.86,1,2025,2,10,1,0.0001360958924909,386.536,0.0291965055973653,1.2084,1,1,0.896516,Prioritize Shipment
7,7,2,2,7556.7,460.46,3.84,5.2,4,0.628,16.94,1,2024,4,2,5,0.0005081583230775,88.08800000000001,0.0609340055844482,1.9344,0,1,0.8145826,Prioritize Shipment
1,0,3,3,13560.18,270.74,1.56,0.6,2,0.868,154.48,1,2024,1,15,1,0.0001150427206718,92.688,0.019965811663267,0.0792,0,1,0.94424,Prioritize Shipment
0,5,0,0,9657.62,235.43,2.43,3.7,2,0.645,5.67,1,2025,11,19,6,0.00025161478708,20.979,0.0243776416964013,1.3135,0,1,0.88982284,Prioritize Shipment
5,5,3,2,13680.97,82.97,4.44,2.5,2,0.887,170.77,1,2025,10,15,6,0.0003245383916491,426.925,0.0060646284583622,0.2825,0,1,0.9573832,Prioritize Shipment
1,4,2,3,3105.41,252.36,2.35,4.3,2,0.837,18.89,1,2025,1,15,6,0.0007567438760099,81.227,0.0812646317233473,0.7009000000000001,0,1,0.89683276,Prioritize Shipment
5,3,2,0,4084.85,105.46,4.23,0.9,2,0.778,21.2,1,2025,9,26,0,0.001035533740529,19.08,0.0258173494742769,0.1997999999999999,0,1,0.84632814,Prioritize Shipment
5,1,3,3,14556.48,14.89,3.2,5.3,2,0.542,205.11,1,2025,4,20,3,0.0002198333663083,1087.083,0.0010229121326034,2.4274,0,1,0.9631617,Prioritize Shipment
5,1,0,2,14562.41,140.6,4.47,3.5,2,0.76,7.95,1,2024,5,23,4,0.0003069546867585,27.825,0.0096549952926747,0.84,0,1,0.89202154,Prioritize Shipment
7,3,1,2,2961.49,375.33,3.35,6.2,2,0.916,21.7,1,2025,5,19,1,0.0011311873415071,134.54,0.1267368790710081,0.5207999999999998,0,1,0.9078179,Prioritize Shipment
4,8,2,4,2930.48,441.34,2.69,8.0,4,0.865,8.07,1,2025,11,17,1,0.0009179383582211,64.56,0.1506033141328382,1.08,1,1,0.8278365,Prioritize Shipment
7,4,0,4,10125.17,30.82,3.97,8.8,4,0.646,1.96,1,2025,3,5,6,0.0003920921821559,17.248,0.0030438995098353,3.1152,1,1,0.86362207,Prioritize Shipment
1,2,3,2,7382.15,444.41,3.15,9.0,4,0.986,45.21,1,2025,8,24,3,0.0004267049572279,406.89,0.0602006190608427,0.1260000000000001,1,1,0.8700011,Prioritize Shipment
1,6,3,0,13089.93,470.4,2.52,9.0,4,0.673,78.96,1,2024,4,11,4,0.0001925143984727,710.64,0.0359360210482408,2.943,1,1,0.90619195,Prioritize Shipment
0,3,0,4,8201.96,100.38,2.57,5.6,2,0.509,4.99,1,2024,2,3,2,0.0003133397383064,27.944,0.0122385381055259,2.7496,0,1,0.9140485,Prioritize Shipment
7,7,1,0,2270.59,457.79,2.44,6.1,2,0.999,16.73,1,2024,8,10,2,0.0010746105637741,102.053,0.201617200815647,0.0061,0,1,0.9003736,Prioritize Shipment
4,1,3,1,7056.89,381.21,3.7,7.3,2,0.561,107.11,1,2025,3,30,3,0.0005243102839919,781.903,0.0540195468542091,3.2046999999999994,1,1,0.96994317,Prioritize Shipment
5,5,0,0,2650.98,131.87,2.95,7.1,2,0.804,0.57,1,2025,12,3,6,0.0011127960226029,4.047,0.0497438683053059,1.3915999999999995,1,1,0.9036377,Prioritize Shipment
7,7,2,0,7588.28,440.94,4.43,8.1,2,0.742,51.19,1,2024,5,5,3,0.0005837950101999,414.639,0.0581080297511425,2.0898,1,1,0.966795,Prioritize Shipment
6,5,3,3,10169.53,258.08,2.73,2.6,2,0.68,128.34,1,2025,4,10,4,0.000268448984368,333.684,0.025377770654101,0.8319999999999999,0,1,0.9678437,Prioritize Shipment
5,1,1,1,934.62,281.51,2.88,6.6,2,0.634,6.49,1,2025,11,9,3,0.0030814662643641,42.834,0.3012026278059532,2.4156,0,1,0.9199283,Prioritize Shipment
5,4,0,2,3426.88,63.94,4.14,6.8,4,0.655,0.5,1,2025,10,16,4,0.0012080959940237,3.4,0.0186583714632552,2.346,0,1,0.83155227,Prioritize Shipment
6,0,3,3,10252.73,361.7,1.94,1.6,2,0.851,122.85,1,2024,12,7,2,0.0001892178961115,196.56,0.0352784087750287,0.2384,0,1,0.95774907,Prioritize Shipment
0,7,2,0,10543.08,484.44,4.16,8.3,4,0.952,26.69,0,2024,7,29,1,0.0003945716052614,221.52700000000004,0.0459486222242456,0.3984000000000003,1,1,0.8221224,Prioritize Shipment
6,1,3,3,10407.1,276.29,4.04,4.1,4,0.688,52.41,1,2024,7,31,6,0.0003881965196836,214.881,0.026548221886981,1.2792,0,1,0.82586205,Prioritize Shipment
5,5,0,4,13099.12,215.74,1.28,0.2,2,0.552,5.94,1,2024,8,26,1,9.771648782513634e-05,1.1880000000000002,0.0164698086589022,0.0896,0,1,0.8082866,Prioritize Shipment
4,6,3,0,10309.44,203.45,2.21,7.5,2,0.818,157.02,1,2024,10,10,4,0.0002143666387311,1177.65,0.0197343405655399,1.3650000000000004,1,1,0.9686355,Prioritize Shipment
7,4,1,1,10053.84,174.3,4.07,6.7,4,0.873,28.67,0,2024,5,13,1,0.0004048204467148,192.08900000000003,0.0173366594256522,0.8509,0,1,0.8053163,Prioritize Shipment
6,1,2,4,9942.88,343.36,1.47,8.4,2,0.83,66.58,1,2024,9,13,0,0.0001478444877138,559.272,0.0345332539465426,1.4280000000000004,1,1,0.9686725,Prioritize Shipment
3,6,2,1,14669.03,269.52,1.64,4.8,4,0.509,32.28,1,2024,5,14,5,0.0001118001667458,154.944,0.0183734030130144,2.3568,0,1,0.8124657,Prioritize Shipment
3,6,1,0,5241.98,357.27,3.52,8.2,2,0.776,41.3,1,2024,9,28,2,0.0006715019897061,338.66,0.0681555442790701,1.8367999999999995,1,1,0.96554106,Prioritize Shipment
4,6,1,2,10584.27,192.42,2.52,5.1,2,0.526,73.58,1,2025,4,7,1,0.000238089164392,375.258,0.0181798083382226,2.4174,0,1,0.9696035,Prioritize Shipment
6,5,3,0,3795.41,206.0,2.57,4.0,2,0.863,51.1,1,2025,11,5,6,0.0006771336957008,204.4,0.0542760861145436,0.548,0,1,0.963408,Prioritize Shipment
3,7,2,1,1561.34,109.63,3.8,3.2,2,0.976,9.44,1,2025,6,17,5,0.0024338068582115,30.208,0.0702153278594028,0.0768,0,1,0.86002356,Prioritize Shipment
2,1,2,3,6006.89,111.67,2.09,3.0,2,0.59,32.76,1,2024,3,3,3,0.0003479337893652,98.28,0.0185903187839297,1.23,0,1,0.91041386,Prioritize Shipment
0,8,2,3,8026.69,101.39,2.22,3.0,2,0.656,44.71,1,2025,2,15,2,0.000276577269086,134.13,0.0126316077984823,1.032,0,1,0.95310575,Prioritize Shipment
2,3,3,1,6282.93,404.01,3.97,3.7,2,0.631,82.81,1,2025,12,30,5,0.0006318707991335,306.39700000000005,0.0643028013999837,1.3653,0,1,0.96852475,Prioritize Shipment
1,0,3,3,8912.5,385.97,4.12,5.9,2,0.942,128.79,1,2025,3,30,3,0.0004622720897615,759.861,0.0433065918653576,0.3422000000000003,0,1,0.966611,Prioritize Shipment
5,7,3,1,10912.78,391.64,3.17,4.4,2,0.915,147.62,1,2024,5,31,0,0.000290485100955,649.528,0.0358881971413333,0.3739999999999999,0,1,0.96753424,Prioritize Shipment
1,0,1,4,3338.78,254.73,3.64,8.7,4,0.8,9.78,1,2024,10,8,5,0.0010902185828356,85.08599999999998,0.0762943350565176,1.7399999999999995,1,1,0.840559,Prioritize Shipment
0,8,1,2,609.66,117.22,3.27,5.5,2,0.741,3.54,1,2025,10,1,6,0.0053636453105009,19.47,0.1922711019256635,1.4245,0,1,0.9009213,Prioritize Shipment
2,3,2,2,4030.49,490.4,3.54,7.2,2,0.562,25.56,1,2025,7,15,5,0.0008783051192286,184.032,0.1216725509801537,3.1535999999999995,1,1,0.9289119,Prioritize Shipment
6,3,2,1,1970.6,94.27,1.43,5.5,2,0.555,12.4,1,2025,6,27,0,0.0007256673094488,68.2,0.047838221861362,2.4475,0,1,0.9131585,Prioritize Shipment
6,5,0,1,3130.86,230.51,3.16,6.1,2,0.732,2.16,1,2024,8,21,6,0.0010093073468631,13.176,0.073625138140958,1.6348,0,1,0.9121092,Prioritize Shipment
1,8,0,3,8726.03,483.7,3.87,7.6,2,0.93,5.14,1,2025,2,12,6,0.000443500652645,39.06399999999999,0.0554318515980348,0.5319999999999996,1,1,0.91841733,Prioritize Shipment
3,7,0,0,4220.16,135.03,2.79,5.5,4,0.56,0.59,1,2025,3,1,2,0.0006611123748862,3.245,0.0319964171974522,2.42,0,1,0.8169685,Prioritize Shipment
4,8,1,2,14462.44,247.92,2.69,6.5,4,0.955,40.34,1,2024,4,7,3,0.0001859990430383,262.21000000000004,0.0171423355948235,0.2925000000000002,0,1,0.84951353,Prioritize Shipment
3,1,0,1,7511.41,43.97,2.6,5.2,2,0.923,4.23,1,2024,11,16,2,0.0003461400722367,21.996,0.0058537611447118,0.4003999999999998,0,1,0.8971023,Prioritize Shipment
5,4,2,1,3574.65,356.79,3.06,3.4,2,0.64,19.98,1,2024,4,3,6,0.0008560278628676,67.932,0.0998111703243674,1.224,0,1,0.8937939,Prioritize Shipment
3,8,0,4,13550.34,477.63,4.0,6.3,4,0.691,2.49,1,2024,4,8,1,0.0002951955449088,15.687,0.0352485620287018,1.9467000000000003,0,1,0.83582586,Prioritize Shipment
6,6,0,0,11817.62,92.72,4.07,7.5,4,0.712,1.76,1,2025,7,23,6,0.0003444009876777,13.2,0.0078459114440978,2.16,1,1,0.861397,Prioritize Shipment
4,0,1,4,12427.91,78.27,3.87,9.0,2,0.569,100.25,1,2025,8,23,2,0.0003113958823325,902.25,0.0062979213721373,3.879,1,1,0.9671536,Prioritize Shipment
1,7,0,2,10179.47,348.81,1.21,5.2,2,0.804,5.22,1,2025,7,29,5,0.0001188666993468,27.144,0.0342660276026158,1.0192,0,1,0.8998916,Prioritize Shipment
0,1,0,4,1885.26,280.5,2.84,6.1,4,0.607,0.5,1,2024,12,3,5,0.0015064235171806,3.05,0.148785843862385,2.3973,0,1,0.8294752,Prioritize Shipment
6,5,3,0,9545.96,193.84,1.53,10.0,4,0.737,59.05,1,2025,11,17,1,0.0001602772272249,590.5,0.0203059723694631,2.63,1,1,0.90740097,Prioritize Shipment
4,8,2,2,9119.91,370.04,4.15,6.7,2,0.592,57.79,1,2024,8,5,1,0.0004550483502578,387.193,0.0405749618143161,2.7336000000000005,0,1,0.969744,Prioritize Shipment
3,6,3,2,10905.17,395.47,3.44,3.6,2,0.592,143.58,1,2025,7,23,6,0.0003154467101384,516.888,0.036264450714661,1.4688,0,1,0.96793413,Prioritize Shipment
5,8,3,2,14873.21,151.53,4.17,8.1,2,0.528,231.26,1,2024,4,27,2,0.0002803698730805,1873.206,0.0101881167548901,3.8232,1,1,0.96416116,Prioritize Shipment
3,2,2,4,2361.72,192.63,2.31,6.5,2,0.805,15.47,1,2024,10,12,2,0.0009781007062649,100.555,0.0815634368172349,1.2674999999999996,0,1,0.9101826,Prioritize Shipment
6,2,2,1,2009.59,427.35,2.17,4.4,2,0.777,11.63,1,2025,8,10,3,0.0010798222523002,51.172,0.2126553177513821,0.9812,0,1,0.90048164,Prioritize Shipment
4,6,0,1,4475.33,59.63,2.9,1.8,2,0.925,1.9,1,2025,7,28,1,0.0006479969074906,3.42,0.013324157101264,0.1349999999999999,0,1,0.82941353,Prioritize Shipment
2,1,1,1,1742.04,460.46,1.91,6.4,2,0.988,12.23,1,2025,9,20,2,0.0010964156965396,78.272,0.2643222888108195,0.0768,0,1,0.8986258,Prioritize Shipment
4,3,1,4,3786.52,183.65,4.33,6.8,2,0.864,28.34,1,2024,1,27,2,0.0011435302071559,192.712,0.0485009982781023,0.9248,0,1,0.92812437,Prioritize Shipment
3,2,0,2,8026.37,59.26,3.8,5.5,2,0.919,3.8,1,2025,12,11,4,0.0004734394252943,20.9,0.0073831632481433,0.4454999999999998,0,1,0.90194744,Prioritize Shipment
1,5,1,3,12105.17,268.89,1.75,10.0,4,0.907,37.66,1,2024,1,30,5,0.0001445663299234,376.6,0.0222128231160735,0.9299999999999996,1,1,0.88839024,Prioritize Shipment
1,4,2,2,9937.72,382.28,1.99,5.3,2,0.958,59.49,1,2024,11,12,5,0.0002002471391828,315.297,0.0384675760637248,0.2226000000000002,0,1,0.9640767,Prioritize Shipment
7,3,0,0,8227.89,124.66,1.88,2.3,2,0.544,3.33,1,2024,12,13,0,0.000228491144145,7.659,0.015150907462302,1.0487999999999995,0,1,0.8789528,Prioritize Shipment
0,7,3,2,5328.53,51.82,1.28,5.7,2,0.897,76.95,1,2024,1,7,3,0.0002402163448455,438.615,0.0097250085858576,0.5871,0,1,0.96920466,Prioritize Shipment
6,2,2,4,14915.02,100.64,2.26,1.8,2,0.678,77.47,1,2024,5,26,3,0.0001515251069056,139.446,0.0067475605128253,0.5795999999999999,0,1,0.955649,Prioritize Shipment
5,3,3,0,11094.43,363.01,1.66,9.5,4,0.739,68.05,1,2025,2,14,0,0.0001496246314592,646.475,0.0327200225698841,2.4795000000000003,1,1,0.90908104,Prioritize Shipment
1,8,3,4,7030.38,350.06,2.58,2.7,2,0.956,88.81,1,2025,4,9,6,0.0003669787408361,239.78700000000003,0.0497924720996589,0.1188000000000001,0,1,0.9615738,Prioritize Shipment
1,5,3,4,5539.79,70.06,4.21,6.1,2,0.866,80.27,1,2024,6,10,1,0.0007599566048532,489.64699999999993,0.0126466887734011,0.8174,0,1,0.96934927,Prioritize Shipment
4,8,1,1,6290.08,453.53,3.23,8.3,2,0.504,48.22,1,2025,9,2,5,0.0005135069824231,400.226,0.0721024215908223,4.1168000000000005,1,1,0.96999556,Prioritize Shipment
2,0,2,0,13941.51,225.45,2.52,8.2,2,0.62,93.54,1,2024,6,8,2,0.000180755169275,767.028,0.0161711321083584,3.116,1,1,0.9670477,Prioritize Shipment
2,8,2,3,8053.89,247.8,2.64,8.5,4,0.619,19.96,1,2024,2,20,5,0.0003277919117345,169.66,0.0307677408059956,3.2385,1,1,0.8597373,Prioritize Shipment
1,5,3,3,11451.42,205.89,1.53,9.8,4,0.992,72.22,1,2024,10,5,2,0.000133607884437,707.7560000000001,0.0179794296253215,0.0784,1,1,0.8530248,Prioritize Shipment
1,4,2,2,4895.36,432.63,3.12,0.2,2,0.835,23.5,1,2025,3,28,0,0.0006373382141456,4.7,0.0883755229441757,0.033,0,1,0.84461755,Prioritize Shipment
2,0,2,0,14085.89,209.57,3.21,5.1,2,0.544,84.27,1,2025,6,8,3,0.0002278876237142,429.77699999999993,0.0148780091282836,2.3256,0,1,0.96689445,Prioritize Shipment
6,2,0,2,6984.44,148.79,2.19,0.2,2,0.876,2.04,1,2024,4,23,5,0.0003135541288922,0.408,0.0213030679624995,0.0248,0,1,0.8108257,Prioritize Shipment
6,2,2,2,7977.35,221.49,4.5,1.5,2,0.671,40.91,1,2025,11,25,5,0.0005640970999141,61.365,0.0277648592577735,0.4934999999999999,0,1,0.9435737,Prioritize Shipment
3,5,0,2,13831.18,174.01,3.28,8.7,2,0.58,8.52,1,2025,11,25,5,0.0002371453484084,74.124,0.0125809945355349,3.654,1,1,0.9298415,Prioritize Shipment
4,0,3,4,3523.4,166.67,3.1,6.3,2,0.971,51.46,1,2025,11,14,0,0.0008798319804734,324.198,0.0473037407050008,0.1827000000000001,0,1,0.962318,Prioritize Shipment
4,0,2,1,13993.63,372.48,3.95,9.0,2,0.838,96.13,1,2024,11,11,1,0.00028227129058,865.17,0.0266178253962695,1.4580000000000002,1,1,0.9664239,Prioritize Shipment
2,1,3,1,13086.82,123.93,1.97,10.0,2,0.834,218.0,1,2024,2,26,1,0.0001505331318074,2180.0,0.0094698330075602,1.6600000000000004,1,1,0.9639492,Prioritize Shipment
2,0,1,2,1673.33,317.26,2.22,6.2,4,0.541,4.97,1,2024,8,4,3,0.001326695869912,30.814,0.1895979872469865,2.8458,0,1,0.8415584,Prioritize Shipment
6,4,0,3,2421.61,347.37,4.33,2.7,2,0.59,0.58,1,2025,3,16,3,0.0017880666168375,1.566,0.1434458893050491,1.1070000000000002,0,1,0.88232917,Prioritize Shipment
