Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred,Year,Month,Day,DayOfWeek,Cost_Per_KM,Risk_LeadTime,Weight_Per_KM,Risk_Reliability,High_Risk
2,7,0,2,6285.54,290.8,3.51,9.4,3,0.651,0.5,1,2024,10,1,5,0.0005584245744995656,4.7,0.04626491916366772,3.2805999999999997,1
0,1,3,2,1294.04,464.45,1.87,0.6,2,0.734,15.26,1,2024,11,26,5,0.0014450867052023123,9.155999999999999,0.3589147167011839,0.1596,0
3,8,3,3,5360.36,248.87,2.62,1.9,4,0.605,24.34,1,2024,9,8,3,0.0004887731421023961,46.245999999999995,0.04642785186069593,0.7505,0
5,0,3,1,12141.38,421.63,2.83,0.7,1,0.963,26.63,0,2024,3,29,0,0.00023308717789905268,18.641,0.03472669498854331,0.02590000000000002,0
3,7,3,0,567.16,223.5,1.38,8.7,0,0.527,1.27,1,2024,10,12,2,0.002433175823400804,11.049,0.39406869313773896,4.115099999999999,1
7,1,2,0,5335.74,354.58,4.35,7.9,1,0.933,6.21,1,2025,4,6,3,0.0008152571152267539,49.059000000000005,0.06645376273956377,0.5292999999999997,1
7,7,3,1,6273.45,366.2,1.62,5.7,3,0.756,13.49,1,2024,9,6,0,0.0002582311168495804,76.893,0.05837298456192366,1.3908,0
5,4,2,1,8292.24,87.81,3.5,0.8,3,0.809,6.82,0,2025,4,20,3,0.00042208136764010693,5.456,0.01058941854070794,0.15279999999999996,0
2,0,1,1,13837.91,181.25,2.87,2.7,4,0.651,32.69,1,2025,8,6,6,0.00020740126218482416,88.263,0.013098076226829052,0.9423,0
3,0,2,2,5522.02,319.01,1.28,3.0,1,0.983,5.15,0,2025,9,16,5,0.00023179923288941365,15.450000000000001,0.057770526003165505,0.051000000000000045,0
1,2,3,4,5530.82,36.28,4.25,5.6,4,0.641,28.71,0,2025,11,15,2,0.0007684213190810766,160.77599999999998,0.0065596059897085795,2.0103999999999997,0
7,1,1,0,11193.77,181.41,4.01,2.6,1,0.794,12.78,0,2025,1,23,4,0.00035823498249472693,33.228,0.016206336203084395,0.5356,0
1,6,0,1,7057.16,267.86,2.93,0.7,0,0.997,0.5,0,2024,12,10,5,0.0004151811776975441,0.35,0.03795577824507309,0.0021000000000000016,0
1,6,0,4,3756.77,498.12,1.96,7.3,2,0.941,2.55,1,2024,1,30,5,0.0005217247795313528,18.615,0.13259262611232522,0.43070000000000036,1
3,5,3,3,7060.37,237.79,1.6,3.0,4,0.768,33.26,1,2025,5,21,6,0.00022661701865482972,99.78,0.03367953804120747,0.696,0
7,5,1,3,2542.43,408.21,2.4,4.5,4,0.995,7.27,1,2024,11,28,4,0.000943978791943141,32.714999999999996,0.160558992774629,0.02250000000000002,0
0,6,0,0,3057.61,216.6,2.04,1.3,2,0.851,0.69,1,2024,7,5,0,0.0006671877708406238,0.8969999999999999,0.07083964272748977,0.19370000000000004,0
3,8,0,0,7726.33,398.4,2.87,8.0,4,0.604,2.86,1,2025,5,14,6,0.0003714570824699437,22.88,0.051563937859242355,3.168,1
4,7,3,3,6574.42,298.11,4.39,5.7,0,0.703,12.58,0,2024,8,5,1,0.000667739511622318,71.706,0.04534392387465358,1.6929000000000003,0
7,2,3,4,13765.27,443.41,3.1,9.0,1,0.667,41.68,0,2024,12,29,3,0.00022520444568105094,375.12,0.03221222685788219,2.997,1
2,5,2,1,5754.71,206.06,4.14,5.0,2,0.672,33.37,1,2024,9,21,2,0.0007194107087933188,166.85,0.03580719097921529,1.6399999999999997,0
4,1,0,1,8918.53,302.55,3.35,9.4,2,0.88,5.44,1,2024,12,14,2,0.0003756224400209451,51.136,0.03392375200845879,1.128,1
0,8,0,4,9667.83,315.38,2.77,8.9,3,0.792,0.68,0,2024,10,13,3,0.00028651724326968925,6.0520000000000005,0.0326215914015865,1.8511999999999997,1
0,6,0,2,689.87,209.27,4.02,5.8,3,0.519,0.5,0,2025,9,2,5,0.0058271848319248545,2.9,0.30334700740719267,2.7897999999999996,0
0,3,0,4,10121.29,73.01,2.76,9.3,0,0.939,0.92,1,2025,12,19,0,0.0002726925125156971,8.556000000000001,0.007213507369119944,0.5673000000000006,1
4,7,2,0,3081.52,47.69,4.07,3.2,4,0.648,5.98,1,2024,10,9,6,0.0013207767595212754,19.136000000000003,0.015476128663776317,1.1264,0
5,4,3,1,14435.52,9.32,2.16,3.7,4,0.999,70.79,0,2025,7,23,6,0.00014963091042096164,261.92300000000006,0.0006456296690385937,0.0037000000000000036,0
0,8,1,3,2655.61,436.89,1.63,0.5,3,0.977,2.16,1,2024,1,11,4,0.0006137949473002435,1.08,0.16451587394233338,0.01150000000000001,0
0,8,0,3,6512.05,119.0,4.02,5.9,3,0.97,0.5,1,2025,6,13,0,0.000617317127479058,2.95,0.018273815465176098,0.17700000000000016,0
4,6,2,0,1737.57,106.54,3.14,7.2,3,0.906,2.73,0,2024,7,14,3,0.0018071214397117816,19.656,0.061315515346144336,0.6767999999999998,1
3,4,0,4,14954.68,368.28,4.13,7.7,0,0.61,0.81,1,2024,3,28,4,0.00027616772809582014,6.237000000000001,0.024626404577028728,3.003,1
6,2,3,2,7781.83,160.69,4.29,1.5,1,0.766,17.65,0,2024,9,4,6,0.00055128420949828,26.474999999999998,0.02064938452780387,0.351,0
0,7,2,1,9133.08,253.52,1.38,4.4,1,0.612,10.04,0,2025,2,20,4,0.000151099081580365,44.176,0.027758434175546475,1.7072000000000003,0
4,5,0,4,1472.61,82.09,2.85,1.8,1,0.63,0.5,1,2025,5,15,4,0.0019353392955364966,0.9,0.05574456237564597,0.666,0
3,8,2,4,11374.43,479.91,2.44,6.6,2,0.805,72.31,1,2025,7,22,5,0.00021451624389090266,477.246,0.042192004346591434,1.2869999999999997,0
3,2,0,2,3543.63,425.94,3.27,1.6,0,0.52,0.64,0,2024,9,3,5,0.0009227825704150828,1.024,0.1201987792179206,0.768,0
3,6,1,3,13521.79,432.03,3.82,9.0,4,0.985,41.04,1,2025,12,8,1,0.0002825069757776152,369.36,0.03195065150397987,0.13500000000000012,1
0,4,1,2,3474.52,203.98,2.13,2.3,4,0.959,8.19,1,2025,5,2,0,0.0006130343184094493,18.836999999999996,0.05870738979772745,0.09430000000000008,0
4,7,0,0,3264.97,381.42,3.04,2.9,1,0.69,0.5,1,2025,10,23,4,0.0009310958446785117,1.45,0.11682190035436774,0.8990000000000001,0
6,6,2,4,1029.97,72.79,3.54,8.5,4,0.758,2.55,1,2025,12,29,1,0.0034369933104847713,21.674999999999997,0.07067196131926173,2.057,1
5,3,2,2,7344.97,5.3,1.64,4.6,1,0.733,7.61,0,2025,5,17,2,0.0002232820556108466,35.006,0.0007215822528887115,1.2282,0
5,3,1,3,8690.2,10.97,3.89,0.2,4,0.941,18.29,1,2025,4,3,4,0.00044763066442659547,3.658,0.0012623414881130469,0.011800000000000012,0
3,1,1,3,1452.78,293.71,3.2,4.9,3,0.844,1.63,0,2024,1,18,4,0.002202673494954501,7.987,0.20217101006346452,0.7644000000000002,0
6,4,0,3,11745.15,228.24,4.33,0.8,1,0.639,1.16,0,2024,4,5,0,0.00036866280975551613,0.9279999999999999,0.01943270200891432,0.2888,0
1,7,3,0,7072.69,259.49,2.32,9.9,0,0.723,14.75,1,2024,10,28,1,0.00032802229420489235,146.025,0.03668901082897738,2.7423,1
1,2,2,1,8103.66,4.72,1.56,5.9,0,0.714,6.13,0,2024,8,14,6,0.00019250560857686527,36.167,0.0005824528669761565,1.6874000000000002,0
3,5,1,2,6891.06,211.92,2.87,2.6,2,0.98,43.17,1,2025,2,18,5,0.00041648164433338267,112.242,0.030752888525132558,0.052000000000000046,0
1,5,2,0,6311.06,359.32,1.48,5.6,4,0.588,14.17,1,2025,12,9,5,0.00023450894144565253,79.35199999999999,0.05693496813530532,2.3072,0
4,1,3,3,8614.78,221.9,4.4,0.8,4,0.545,37.43,0,2024,9,6,0,0.000510750129428726,29.944000000000003,0.02575805766368961,0.364,0
2,0,3,3,2750.98,366.38,1.33,8.0,3,0.94,6.31,1,2024,11,9,2,0.00048346407462068064,50.48,0.1331816298191917,0.4800000000000004,1
7,0,2,0,3137.96,117.28,3.69,9.3,2,0.948,21.95,1,2025,11,10,1,0.0011759232112582697,204.13500000000002,0.03737460005863682,0.4836000000000005,1
5,4,0,1,12995.89,406.76,2.93,8.7,0,0.936,1.47,1,2025,8,18,1,0.0002254558941326835,12.788999999999998,0.031299126108331174,0.5567999999999995,1
7,3,1,0,14218.67,294.63,2.42,3.4,0,0.755,11.21,0,2025,1,12,3,0.00017019875979961557,38.114000000000004,0.02072134735527303,0.833,0
7,6,0,3,5912.99,106.17,1.42,3.3,1,0.83,0.84,1,2025,4,29,5,0.00024014923076142526,2.772,0.017955382978831355,0.561,0
5,4,0,3,4425.8,119.12,3.25,0.4,1,0.782,0.5,1,2025,7,20,3,0.0007343305165167879,0.2,0.02691490803922455,0.0872,0
6,3,3,2,9837.99,314.39,3.13,6.5,1,0.535,28.18,0,2025,6,27,0,0.0003181544197544417,183.17,0.03195673099891339,3.0225,0
3,0,0,1,6426.65,415.14,2.13,5.3,1,0.798,0.53,1,2024,12,18,6,0.00033143239479355494,2.809,0.06459664055145371,1.0705999999999998,0
3,7,0,1,868.1,208.4,4.2,4.6,1,0.507,0.5,1,2025,3,11,5,0.004838152286602926,2.3,0.2400645086971547,2.2678,0
5,3,3,4,2764.21,129.89,2.2,9.1,4,0.662,16.75,1,2025,7,17,4,0.0007958874325756727,152.42499999999998,0.04698991755329732,3.0757999999999996,1
1,6,0,4,10881.6,433.64,2.68,1.7,0,0.966,0.5,1,2024,12,4,6,0.00024628731068960445,0.85,0.039850757241582116,0.05780000000000005,0
7,4,0,1,10054.4,334.96,2.99,0.1,4,0.652,1.32,0,2024,12,26,4,0.0002973822406110758,0.132,0.03331476766390834,0.0348,0
4,1,3,1,892.89,224.59,1.53,0.7,3,0.97,1.98,0,2025,12,20,2,0.0017135369418405403,1.386,0.2515315436391941,0.02100000000000002,0
6,0,3,3,3718.6,244.46,4.28,2.2,1,0.625,8.4,1,2025,4,9,6,0.0011509707954606573,18.480000000000004,0.06573979454633465,0.8250000000000001,0
5,1,2,0,3850.58,102.92,2.44,0.3,1,0.657,2.39,0,2024,10,4,0,0.0006336707716759553,0.717,0.026728440910200543,0.10289999999999999,0
7,0,0,2,10242.44,313.77,1.47,5.0,0,0.814,0.65,1,2024,11,9,2,0.0001435204892584189,3.25,0.030634301982730674,0.9300000000000003,0
1,3,0,4,785.8,180.01,2.48,3.1,3,0.881,0.5,1,2024,9,14,2,0.0031560193433443624,1.55,0.22907864596589464,0.3689,0
4,2,1,2,2009.57,497.83,3.18,1.8,0,0.751,1.59,1,2024,8,24,2,0.0015824280816294034,2.862,0.24772961379797667,0.4482,0
2,7,3,1,12098.78,240.61,2.9,7.5,2,0.941,185.62,1,2024,5,3,0,0.0002396935889403725,1392.15,0.019887129115497594,0.4425000000000004,1
0,5,3,2,3088.9,243.46,3.49,2.0,3,0.52,6.06,1,2024,7,16,5,0.0011298520508919033,12.12,0.07881770209459678,0.96,0
3,0,0,3,9964.82,283.36,1.38,6.9,2,0.961,6.35,1,2024,11,19,5,0.00013848719796243184,43.815,0.02843603798161934,0.26910000000000023,0
1,4,3,1,3953.65,458.46,2.14,3.5,0,0.598,6.17,0,2024,5,2,4,0.0005412719891745603,21.595,0.11595867110138731,1.407,0
2,5,3,2,1941.9,400.61,3.9,5.1,4,0.942,10.09,1,2025,7,2,6,0.0020083423451259077,51.458999999999996,0.20629795561048458,0.29580000000000023,0
1,2,2,1,4026.0,226.11,1.46,9.3,1,0.7,4.75,1,2025,12,7,3,0.0003626428216592151,44.175000000000004,0.056162444113263786,2.7900000000000005,1
7,7,3,3,10972.87,359.63,4.02,0.4,2,0.916,123.86,1,2024,7,8,1,0.0003663581177941595,49.544000000000004,0.03277447012495363,0.033599999999999984,0
2,1,1,4,12907.6,293.53,1.5,5.0,0,0.836,10.74,0,2024,7,15,1,0.00011621060460503889,53.7,0.022740865846478043,0.8200000000000002,0
6,6,0,2,12538.19,246.69,3.95,8.5,1,0.588,0.74,1,2024,8,9,0,0.00031503749743782796,6.29,0.01967508866909817,3.5020000000000002,1
5,8,2,2,6259.16,96.97,2.39,5.9,0,0.959,5.5,0,2025,5,10,2,0.00038184037474677115,32.45,0.015492494200499748,0.24190000000000023,0
7,3,0,3,10187.23,232.5,3.22,2.8,2,0.623,3.79,1,2024,10,10,4,0.00031608199677439307,10.612,0.02282269076088397,1.0555999999999999,0
3,0,0,1,3472.27,123.66,1.7,4.0,0,0.622,0.9,0,2025,8,26,5,0.0004895932631966983,3.6,0.035613589957002194,1.512,0
0,3,3,3,4750.64,457.51,1.42,6.8,3,0.907,11.23,0,2025,6,21,2,0.00029890709462304025,76.364,0.09630491891618813,0.6323999999999997,0
6,2,1,1,13496.87,168.37,1.91,8.9,3,0.553,16.51,1,2025,9,3,6,0.00014151429183210625,146.93900000000002,0.012474744144383106,3.9783,1
1,0,1,1,688.53,476.18,1.62,0.4,3,0.611,0.5,0,2024,10,16,6,0.002352838656267701,0.2,0.6915893279886135,0.15560000000000002,0
5,8,2,4,1739.87,266.99,2.23,0.7,0,0.752,0.5,0,2024,4,12,0,0.0012817049549679,0.35,0.1534539936891837,0.17359999999999998,0
4,7,2,0,3514.35,316.14,2.9,3.3,0,0.915,2.16,0,2024,7,17,6,0.000825188157127207,7.128,0.08995689103248111,0.28049999999999986,0
3,6,1,3,884.72,271.93,3.14,2.3,1,0.574,1.34,0,2024,10,30,6,0.0035491454923591644,3.082,0.3073627814449769,0.9798,0
0,2,2,2,3130.81,65.56,3.81,2.6,1,0.774,3.17,0,2024,8,20,5,0.0012169374698560436,8.242,0.020940267854005833,0.5876,0
7,0,0,2,8954.1,188.53,3.37,2.2,2,0.856,3.62,1,2025,1,4,2,0.00037636390033615887,7.964000000000001,0.02105515908913235,0.3168000000000001,0
6,6,0,3,6610.66,50.47,3.21,2.0,1,0.93,1.14,0,2024,7,2,5,0.0004855793521373055,2.28,0.007634638598869099,0.1399999999999999,0
4,2,0,1,13443.74,311.85,2.56,1.3,0,0.968,1.59,0,2024,11,5,5,0.00019042320068671367,2.067,0.023196669974277995,0.04160000000000004,0
0,4,2,4,12352.93,223.99,2.76,9.3,1,0.892,16.07,1,2024,1,15,1,0.00022342877357841418,149.45100000000002,0.018132540215155434,1.0044,1
1,7,1,0,5456.35,389.21,2.57,1.4,1,0.826,6.15,0,2025,12,26,0,0.0004710108405802413,8.61,0.0713315678063174,0.24360000000000004,0
4,5,0,3,4261.64,111.01,3.98,2.0,1,0.717,0.5,0,2025,6,30,1,0.0009339127659774171,1.0,0.02604865732441032,0.5660000000000001,0
7,2,0,2,6005.54,83.12,1.96,2.5,3,0.556,0.5,1,2024,5,9,4,0.00032636532268538716,1.25,0.013840553888576216,1.1099999999999999,0
4,2,2,4,9059.28,203.76,1.22,9.3,4,0.855,23.98,1,2024,10,7,1,0.0001346685387801238,223.014,0.022491853657244282,1.3485000000000003,1
1,6,2,4,4386.92,463.37,3.35,7.6,3,0.996,4.49,1,2024,2,16,0,0.0007636337111230658,34.124,0.10562535902181941,0.030400000000000024,1
6,2,1,1,9550.16,355.5,1.87,7.9,3,0.868,10.85,1,2024,2,25,3,0.00019580823776774422,85.715,0.03722450723338667,1.0428000000000002,1
4,7,2,1,6436.47,210.04,4.14,1.0,3,0.508,4.7,0,2025,7,20,3,0.0006432097096700519,4.7,0.03263279406258399,0.492,0
1,8,3,0,8504.68,259.12,4.03,8.4,3,0.748,19.88,1,2024,10,26,2,0.00047385674710865075,166.992,0.030467930598211807,2.1168,1
0,2,1,2,6823.83,43.02,1.45,4.1,1,0.807,8.42,0,2025,12,15,1,0.00021249063942097032,34.522,0.006304377453717341,0.7912999999999997,0
3,8,3,2,4769.75,492.3,1.55,2.6,0,0.845,7.71,0,2024,5,9,4,0.000324964620787253,20.046,0.10321295665391268,0.4030000000000001,0
2,5,2,4,14252.57,333.54,2.83,5.8,2,0.86,86.42,1,2025,10,15,6,0.00019856068063514161,501.236,0.023402095201076018,0.812,0
5,4,2,0,11572.28,143.42,3.21,8.2,4,0.779,29.12,1,2025,5,17,2,0.00027738699720366254,238.784,0.012393409077554292,1.8121999999999996,1
7,1,0,1,2531.64,293.32,2.11,7.8,2,0.612,1.64,1,2024,4,15,1,0.0008334518335940339,12.792,0.11586165489564078,3.0264,1
6,2,3,1,13092.79,55.63,3.57,8.9,3,0.971,31.25,0,2024,1,13,2,0.0002726691560775052,278.125,0.004248903404087288,0.2581000000000002,1
3,4,3,1,7567.75,482.95,3.16,9.3,0,0.848,15.15,0,2025,8,10,3,0.00041756136236001455,140.895,0.06381685441511678,1.4136000000000004,1
1,7,2,2,13471.01,88.22,2.27,2.4,3,0.618,10.54,0,2024,10,18,0,0.00016851000778709242,25.295999999999996,0.006548877923778544,0.9168,0
3,0,1,3,12097.9,324.37,1.28,4.2,1,0.661,15.03,1,2025,4,25,0,0.00010580348655551791,63.126,0.026812091354697924,1.4238,0
4,3,0,3,6665.6,123.48,3.68,0.1,2,0.961,2.8,1,2025,5,5,1,0.0005520883341334613,0.27999999999999997,0.01852496399423908,0.0039000000000000037,0
2,4,2,0,825.8,359.06,1.91,8.8,4,0.944,2.19,1,2025,3,27,4,0.0023129086945991766,19.272000000000002,0.43480261564543476,0.49280000000000046,1
7,4,3,4,4395.82,388.63,3.95,1.5,2,0.703,51.57,1,2024,12,14,2,0.0008985809246056482,77.355,0.08840898853911217,0.44550000000000006,0
4,7,1,1,8353.7,337.04,2.59,8.6,4,0.519,25.23,1,2024,7,7,3,0.0003100422567245651,216.978,0.040346193902103256,4.1366,1
6,3,0,1,9685.43,307.64,3.1,3.3,1,0.524,0.74,0,2024,2,22,4,0.0003200683913878888,2.4419999999999997,0.031763174169861325,1.5707999999999998,0
4,7,1,2,4239.37,446.34,4.08,3.7,3,0.642,5.15,1,2024,9,15,3,0.0009624071501190036,19.055000000000003,0.10528451161375393,1.3246,0
0,5,1,3,2520.66,40.23,4.05,0.4,1,0.815,2.08,1,2025,5,4,3,0.00160672204898717,0.8320000000000001,0.01596010568660589,0.07400000000000002,0
2,0,0,4,12606.49,166.13,2.43,3.3,0,0.792,0.5,0,2024,4,26,0,0.0001927578572624101,1.65,0.013178132850619006,0.6863999999999998,0
7,2,2,2,14773.83,124.9,1.89,8.9,0,0.817,12.6,1,2024,3,7,4,0.00012792891213720477,112.14,0.008454138161871363,1.6287000000000005,1
5,2,3,1,8122.51,494.02,3.76,0.3,4,0.859,34.48,0,2025,2,14,0,0.00046291109521564146,10.344,0.06082110086660404,0.042300000000000004,0
3,4,2,3,2989.35,195.31,2.63,4.1,3,0.51,1.59,0,2025,5,18,3,0.0008797899208858113,6.519,0.06533527355445164,2.009,0
6,4,3,1,4448.46,366.57,1.83,0.3,2,0.553,49.79,1,2024,3,16,2,0.00041137831968816174,14.937,0.08240379816835489,0.13409999999999997,0
0,8,2,2,766.66,342.68,4.18,3.7,4,0.68,1.92,1,2025,8,13,6,0.005452221323663684,7.104,0.44697779980695485,1.184,0
4,1,1,3,13757.33,106.83,1.85,1.7,3,0.577,11.98,0,2025,10,6,1,0.00013447376780232793,20.366,0.007765314926660914,0.7191000000000001,0
7,1,1,3,2207.39,120.26,1.29,2.5,0,0.538,2.41,0,2025,12,3,6,0.0005844005816824395,6.025,0.05448063097141874,1.1549999999999998,0
7,5,0,1,8859.49,141.36,1.27,8.8,0,0.82,0.5,0,2024,2,24,2,0.00014334910926023958,4.4,0.01595577172049407,1.5840000000000005,1
1,3,2,1,4473.8,206.15,3.25,4.4,0,0.908,2.79,0,2024,6,4,5,0.0007264517859537753,12.276000000000002,0.04607939559211409,0.4047999999999999,0
5,0,0,3,8535.58,117.93,3.38,2.7,3,0.876,0.91,1,2024,6,1,2,0.0003959894933911931,2.4570000000000003,0.013816284306397458,0.33480000000000004,0
2,7,1,4,9945.6,10.81,2.23,5.9,1,0.909,14.22,0,2025,7,30,6,0.00022421975546975547,83.89800000000001,0.0010869128056628058,0.5368999999999998,0
6,5,2,2,12531.26,439.82,2.26,1.4,4,0.833,24.18,1,2024,11,7,4,0.00018034898326265672,33.852,0.03509782735335473,0.23380000000000004,0
4,1,2,4,3493.11,482.84,2.32,2.6,3,0.868,3.45,0,2024,3,28,4,0.0006641645983092429,8.97,0.1382263942446702,0.3432,0
5,5,1,1,659.44,171.44,3.44,5.5,2,0.636,5.5,1,2024,9,11,6,0.005216547373529054,30.25,0.2599781632900643,2.002,0
1,2,0,4,2484.84,169.91,1.39,2.4,2,0.997,0.7,1,2024,5,1,6,0.0005593921540219893,1.68,0.0683786481222131,0.007200000000000006,0
6,0,2,2,13550.27,4.54,4.27,6.8,2,0.592,86.9,1,2025,7,25,0,0.0003151228720903716,590.9200000000001,0.00033504867430685884,2.7744,0
2,4,0,1,13171.41,340.45,1.93,4.9,3,0.607,0.5,1,2025,3,2,3,0.00014652949076826246,2.45,0.025847650327489615,1.9257000000000002,0
7,5,2,2,9162.49,412.89,4.5,7.7,3,0.644,9.28,0,2025,9,12,0,0.0004911328689035404,71.456,0.04506307783146284,2.7412,1
7,3,0,2,9207.49,74.16,1.77,9.5,0,0.988,0.67,1,2025,9,2,5,0.00019223480014640256,6.365,0.008054312304439103,0.1140000000000001,1
2,8,3,3,10143.03,80.67,3.75,1.2,3,0.994,18.51,0,2025,9,25,4,0.00036971200913336546,22.212,0.007953244740476957,0.007200000000000006,0
5,8,0,3,3042.88,395.25,1.94,3.3,3,0.897,0.81,0,2024,8,19,1,0.0006375538963087601,2.673,0.12989339047218423,0.3398999999999999,0
6,1,2,1,13758.97,308.53,1.47,3.2,4,0.815,28.78,0,2025,6,19,4,0.00010683939277431378,92.096,0.02242391690657077,0.5920000000000002,0
5,3,2,1,6572.17,23.39,4.09,1.5,1,0.76,6.46,0,2025,1,24,0,0.0006223210902943777,9.69,0.0035589462841040327,0.36,0
1,6,0,0,6055.51,311.65,4.03,8.1,4,0.985,1.58,1,2025,4,6,3,0.0006655095937418979,12.798,0.05146552478651674,0.12150000000000011,1
4,0,0,0,8024.31,155.15,2.53,7.6,2,0.848,4.64,1,2025,3,29,2,0.00031529190671845925,35.263999999999996,0.01933499578156876,1.1552000000000002,1
2,8,3,0,1181.01,184.99,3.52,4.8,2,0.972,16.27,1,2024,10,31,4,0.0029804997417464713,78.09599999999999,0.15663711568911357,0.1344000000000001,0
2,8,1,2,2911.11,385.1,3.04,5.4,1,0.658,4.57,1,2025,8,25,1,0.001044275207738629,24.678000000000004,0.13228631003294275,1.8468,0
1,2,1,1,11201.49,405.66,4.01,0.6,1,0.667,12.8,0,2025,3,15,2,0.0003579880890845771,7.68,0.03621482499203231,0.19979999999999998,0
4,8,1,2,1700.58,200.78,2.24,5.6,2,0.927,12.0,1,2024,11,8,0,0.0013171976619741502,67.19999999999999,0.11806560114784369,0.4087999999999997,0
7,7,3,1,9245.71,473.63,2.93,7.9,3,0.575,21.63,0,2025,8,5,5,0.0003169037315684788,170.877,0.05122700149582888,3.3575000000000004,1
0,1,1,4,4057.56,203.82,2.8,5.7,3,0.973,4.39,1,2025,9,27,2,0.0006900698942221434,25.023,0.05023215922869902,0.15390000000000015,0
2,7,1,3,6144.79,386.15,2.37,2.7,1,0.754,6.44,0,2024,3,2,2,0.0003856925948649181,17.388,0.06284185464434097,0.6642,0
5,0,2,4,4686.06,242.45,4.14,6.7,2,0.963,29.59,1,2025,9,16,5,0.0008834714024148217,198.25300000000001,0.05173856075252984,0.24790000000000023,0
3,5,3,1,5657.25,448.87,1.75,3.6,4,0.668,28.63,0,2024,4,11,4,0.00030933757567722835,103.068,0.07934420433956428,1.1951999999999998,0
7,3,3,2,10926.17,453.97,1.69,5.4,0,0.858,18.93,0,2024,7,31,6,0.00015467451083041908,102.22200000000001,0.04154886845070139,0.7668000000000001,0
1,2,3,1,4808.26,44.62,3.1,4.9,1,0.741,13.52,0,2025,10,2,4,0.0006447238710053116,66.248,0.009279864233631292,1.2691000000000001,0
1,2,0,2,8712.87,468.31,3.37,3.8,2,0.813,4.91,1,2024,8,4,3,0.0003867841480476582,18.658,0.05374922384931716,0.7106000000000002,0
3,0,1,0,7402.73,412.94,1.84,7.2,3,0.752,8.59,1,2024,9,27,0,0.0002485569512868901,61.848,0.05578212362196109,1.7856,1
1,7,1,0,10123.23,395.86,2.49,8.8,1,0.984,15.49,1,2025,11,7,0,0.0002459689249379892,136.312,0.039104119930101364,0.14080000000000015,1
4,2,0,3,14084.03,101.25,4.32,0.1,1,0.846,0.64,0,2024,3,24,3,0.000306730388958274,0.064,0.007188993491209547,0.015400000000000004,0
5,1,0,2,11122.3,402.75,2.01,9.3,4,0.626,2.42,1,2024,6,9,3,0.00018071801695692438,22.506,0.03621103548726433,3.4782,1
2,8,2,1,3616.64,425.22,3.41,5.1,2,0.955,22.35,1,2024,9,2,1,0.000942864094850469,113.985,0.11757321712971157,0.22950000000000018,0
2,0,3,3,952.16,145.29,3.64,7.0,0,0.647,1.48,0,2024,6,26,6,0.0038228869097630654,10.36,0.15258990085699883,2.471,1
1,3,0,3,4302.83,476.18,2.68,8.6,4,0.686,1.49,1,2025,7,19,2,0.0006228458944462134,12.814,0.1106667007527604,2.7003999999999992,1
3,1,3,0,9128.63,25.88,4.29,4.7,3,0.551,18.08,1,2024,3,17,3,0.00046995003631432103,84.976,0.0028350365827073724,2.1103,0
5,1,1,0,1245.67,75.8,3.63,8.3,2,0.95,9.21,1,2024,6,9,3,0.002914094423081554,76.44300000000001,0.06085078712660656,0.4150000000000004,1
6,5,2,3,7697.31,269.25,2.71,1.8,3,0.643,6.94,0,2024,1,3,6,0.00035207104819735726,12.492,0.03497975266684075,0.6426,0
5,2,1,3,9154.22,288.32,3.08,1.6,0,0.629,6.86,0,2025,2,22,2,0.00033645684722455874,10.976,0.031495856555774276,0.5936,0
1,7,3,0,5346.54,322.93,3.49,6.6,0,0.96,9.6,0,2025,4,6,3,0.0006527586065006528,63.35999999999999,0.0603998099705604,0.26400000000000023,0
3,8,2,3,11678.23,9.47,3.15,8.7,0,0.903,10.66,1,2025,12,6,2,0.00026973265640426673,92.74199999999999,0.0008109105575074306,0.8438999999999998,1
3,4,0,1,2045.67,480.22,4.1,8.9,4,0.571,1.09,1,2025,8,31,3,0.0020042333318668207,9.701,0.23474949527538655,3.8181000000000007,1
2,8,0,2,1589.5,23.25,2.38,6.4,0,0.885,0.57,1,2025,4,26,2,0.001497326203208556,3.6479999999999997,0.014627241270839886,0.736,0
1,8,3,1,11058.74,72.39,2.19,5.3,1,0.957,28.81,0,2024,10,25,0,0.00019803341067788915,152.69299999999998,0.006545953698160912,0.22790000000000019,0
7,6,1,3,7684.62,7.99,1.91,3.3,4,0.539,18.52,1,2024,2,3,2,0.00024854839927023067,61.11599999999999,0.0010397391152718028,1.5212999999999999,0
0,7,2,0,10481.83,283.86,1.32,9.8,3,0.913,11.31,1,2024,8,25,3,0.0001259322084025404,110.83800000000001,0.02708114899783721,0.8525999999999997,1
5,2,1,3,6805.0,466.2,1.34,3.2,1,0.774,8.57,0,2024,10,22,5,0.00019691403379867744,27.424000000000003,0.06850844966936076,0.7232,0
7,0,1,3,4072.83,333.31,4.07,7.4,1,0.835,5.57,0,2025,12,24,6,0.0009993051514548853,41.218,0.08183744472516653,1.2210000000000003,1
2,4,0,4,12376.98,411.51,3.44,5.3,4,0.746,2.53,1,2024,10,16,6,0.00027793532832726564,13.408999999999999,0.03324801365114915,1.3462,0
